

1.535853	-1.124064	0.130050
1.535853	-0.631078	0.130050
1.441366	-1.098747	0.160751

1.535853	-0.631078	0.130050
1.441366	-0.656395	0.160751
1.441366	-1.098747	0.160751

1.594249	-1.139712	0.049675
1.594249	-0.615430	0.049675
1.535853	-1.124064	0.130050

1.594249	-0.615430	0.049675
1.535853	-0.631078	0.130050
1.535853	-1.124064	0.130050

1.594249	-1.139712	-0.049675
1.594249	-0.615430	-0.049675
1.594249	-1.139712	0.049675

1.594249	-0.615430	-0.049675
1.594249	-0.615430	0.049675
1.594249	-1.139712	0.049675

1.535853	-1.124064	-0.130050
1.535853	-0.631078	-0.130050
1.594249	-1.139712	-0.049675

1.535853	-0.631078	-0.130050
1.594249	-0.615430	-0.049675
1.594249	-1.139712	-0.049675

1.441366	-1.098747	-0.160751
1.441366	-0.656395	-0.160751
1.535853	-1.124064	-0.130050

1.441366	-0.656395	-0.160751
1.535853	-0.631078	-0.130050
1.535853	-1.124064	-0.130050

1.346879	-1.073429	-0.130050
1.346879	-0.681713	-0.130050
1.441366	-1.098747	-0.160751

1.346879	-0.681713	-0.130050
1.441366	-0.656395	-0.160751
1.441366	-1.098747	-0.160751

1.288483	-1.057782	-0.049675
1.288483	-0.697360	-0.049675
1.346879	-1.073429	-0.130050

1.288483	-0.697360	-0.049675
1.346879	-0.681713	-0.130050
1.346879	-1.073429	-0.130050

1.288483	-1.057782	0.049675
1.288483	-0.697360	0.049675
1.288483	-1.057782	-0.049675

1.288483	-0.697360	0.049675
1.288483	-0.697360	-0.049675
1.288483	-1.057782	-0.049675

1.346879	-1.073429	0.130050
1.346879	-0.681713	0.130050
1.288483	-1.057782	0.049675

1.346879	-0.681713	0.130050
1.288483	-0.697360	0.049675
1.288483	-1.057782	0.049675

1.441366	-1.098747	0.160751
1.441366	-0.656395	0.160751
1.346879	-1.073429	0.130050

1.441366	-0.656395	0.160751
1.346879	-0.681713	0.130050
1.346879	-1.073429	0.130050

1.535853	-0.631078	0.130050
1.289359	-0.204139	0.130050
1.441366	-0.656395	0.160751

1.289359	-0.204139	0.130050
1.220190	-0.273308	0.160751
1.441366	-0.656395	0.160751

1.594249	-0.615430	0.049675
1.332108	-0.161390	0.049675
1.535853	-0.631078	0.130050

1.332108	-0.161390	0.049675
1.289359	-0.204139	0.130050
1.535853	-0.631078	0.130050

1.594249	-0.615430	-0.049675
1.332108	-0.161390	-0.049675
1.594249	-0.615430	0.049675

1.332108	-0.161390	-0.049675
1.332108	-0.161390	0.049675
1.594249	-0.615430	0.049675

1.535853	-0.631078	-0.130050
1.289359	-0.204139	-0.130050
1.594249	-0.615430	-0.049675

1.289359	-0.204139	-0.130050
1.332108	-0.161390	-0.049675
1.594249	-0.615430	-0.049675

1.441366	-0.656395	-0.160751
1.220190	-0.273308	-0.160751
1.535853	-0.631078	-0.130050

1.220190	-0.273308	-0.160751
1.289359	-0.204139	-0.130050
1.535853	-0.631078	-0.130050

1.346879	-0.681713	-0.130050
1.151021	-0.342477	-0.130050
1.441366	-0.656395	-0.160751

1.151021	-0.342477	-0.130050
1.220190	-0.273308	-0.160751
1.441366	-0.656395	-0.160751

1.288483	-0.697360	-0.049675
1.108272	-0.385226	-0.049675
1.346879	-0.681713	-0.130050

1.108272	-0.385226	-0.049675
1.151021	-0.342477	-0.130050
1.346879	-0.681713	-0.130050

1.288483	-0.697360	0.049675
1.108272	-0.385226	0.049675
1.288483	-0.697360	-0.049675

1.108272	-0.385226	0.049675
1.108272	-0.385226	-0.049675
1.288483	-0.697360	-0.049675

1.346879	-0.681713	0.130050
1.151021	-0.342477	0.130050
1.288483	-0.697360	0.049675

1.151021	-0.342477	0.130050
1.108272	-0.385226	0.049675
1.288483	-0.697360	0.049675

1.441366	-0.656395	0.160751
1.220190	-0.273308	0.160751
1.346879	-0.681713	0.130050

1.220190	-0.273308	0.160751
1.151021	-0.342477	0.130050
1.346879	-0.681713	0.130050

1.289359	-0.204139	0.130050
0.862420	0.042355	0.130050
1.220190	-0.273308	0.160751

0.862420	0.042355	0.130050
0.837102	-0.052132	0.160751
1.220190	-0.273308	0.160751

1.332108	-0.161390	0.049675
0.878067	0.100751	0.049675
1.289359	-0.204139	0.130050

0.878067	0.100751	0.049675
0.862420	0.042355	0.130050
1.289359	-0.204139	0.130050

1.332108	-0.161390	-0.049675
0.878067	0.100751	-0.049675
1.332108	-0.161390	0.049675

0.878067	0.100751	-0.049675
0.878067	0.100751	0.049675
1.332108	-0.161390	0.049675

1.289359	-0.204139	-0.130050
0.862420	0.042355	-0.130050
1.332108	-0.161390	-0.049675

0.862420	0.042355	-0.130050
0.878067	0.100751	-0.049675
1.332108	-0.161390	-0.049675

1.220190	-0.273308	-0.160751
0.837102	-0.052132	-0.160751
1.289359	-0.204139	-0.130050

0.837102	-0.052132	-0.160751
0.862420	0.042355	-0.130050
1.289359	-0.204139	-0.130050

1.151021	-0.342477	-0.130050
0.811785	-0.146619	-0.130050
1.220190	-0.273308	-0.160751

0.811785	-0.146619	-0.130050
0.837102	-0.052132	-0.160751
1.220190	-0.273308	-0.160751

1.108272	-0.385226	-0.049675
0.796138	-0.205015	-0.049675
1.151021	-0.342477	-0.130050

0.796138	-0.205015	-0.049675
0.811785	-0.146619	-0.130050
1.151021	-0.342477	-0.130050

1.108272	-0.385226	0.049675
0.796138	-0.205015	0.049675
1.108272	-0.385226	-0.049675

0.796138	-0.205015	0.049675
0.796138	-0.205015	-0.049675
1.108272	-0.385226	-0.049675

1.151021	-0.342477	0.130050
0.811785	-0.146619	0.130050
1.108272	-0.385226	0.049675

0.811785	-0.146619	0.130050
0.796138	-0.205015	0.049675
1.108272	-0.385226	0.049675

1.220190	-0.273308	0.160751
