86	86	86
227	153	153
228	184	153
228	214	153
214	228	153
184	228	153
153	228	153
153	228	184
153	228	214
154	215	229
154	185	229
154	154	229
184	155	229
213	154	229
229	154	215
228	153	184
229	166	215
224	86	86
225	143	87
225	198	87
198	225	87
143	225	87
87	225	87
87	225	143
87	225	198
88	199	225
88	144	225
88	88	225
140	88	225
196	88	225
225	88	199
225	87	143
214	229	166
176	26	26
177	88	27
177	148	27
148	177	27
88	177	27
27	177	27
27	177	88
27	177	148
28	149	177
28	89	177
28	28	177
85	28	177
145	28	177
177	28	149
177	27	88
166	229	229
135	6	6
135	59	8
135	110	8
113	135	6
61	135	6
6	135	6
6	135	58
6	135	113
8	110	135
8	61	138
8	8	136
57	8	136
108	8	136
138	8	110
141	7	58
